InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month,Year,HighValueCustomer
541221,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,14/01/2011 14:28,16.63,Unknown,United Kingdom,16.63,1,2011,No
547372,22520,CHILDS GARDEN TROWEL BLUE ,1,22/03/2011 13:46,0.85,16374,United Kingdom,0.85,3,2011,No
580725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,05/12/2011 17:13,2.55,15932,United Kingdom,81.6,12,2011,No
570404,22925,BLUE GIANT GARDEN THERMOMETER,1,10/10/2011 12:50,5.95,16395,United Kingdom,5.95,10,2011,No
567184,23198,PANTRY MAGNETIC  SHOPPING LIST,2,18/09/2011 15:41,1.45,16033,United Kingdom,2.9,9,2011,No
570187,21086,SET/6 RED SPOTTY PAPER CUPS,2,07/10/2011 15:09,1.63,Unknown,United Kingdom,3.26,10,2011,No
578667,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,24/11/2011 17:10,0.85,15514,United Kingdom,10.2,11,2011,No
573263,23343,JUMBO BAG VINTAGE CHRISTMAS ,200,28/10/2011 12:34,1.79,13694,United Kingdom,358,10,2011,No
571745,22961,JAM MAKING SET PRINTED,24,19/10/2011 10:48,1.45,14911,Eire,34.8,10,2011,No
581405,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2,08/12/2011 13:50,0.39,13521,United Kingdom,0.78,12,2011,No
548317,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,30/03/2011 12:43,0.83,18179,United Kingdom,9.96,3,2011,No
570388,48188,DOORMAT WELCOME PUPPIES,2,10/10/2011 12:37,8.25,14911,Eire,16.5,10,2011,No
567424,21974,SET OF 36 PAISLEY FLOWER DOILIES,4,20/09/2011 11:16,1.45,16369,United Kingdom,5.8,9,2011,No
579133,23029,DRAWER KNOB CRACKLE GLAZE GREEN,4,28/11/2011 12:36,1.65,17852,United Kingdom,6.6,11,2011,No
552659,20723,STRAWBERRY CHARLOTTE BAG,37,10/05/2011 15:03,2.46,Unknown,United Kingdom,91.02,5,2011,No
538649,22968,ROSE COTTAGE KEEPSAKE BOX ,1,13/12/2010 15:03,9.95,Unknown,United Kingdom,9.95,12,2010,No
569365,23322,LARGE WHITE HEART OF WICKER,9,03/10/2011 15:24,1.97,18102,United Kingdom,17.73,10,2011,No
549579,21212,PACK OF 72 RETROSPOT CAKE CASES,24,11/04/2011 09:18,0.55,15780,United Kingdom,13.2,4,2011,No
565303,22544,MINI JIGSAW SPACEBOY,3,02/09/2011 12:17,0.42,Unknown,Unspecified,1.26,9,2011,No
564754,21137,BLACK RECORD COVER FRAME,3,30/08/2011 10:29,7.46,Unknown,United Kingdom,22.38,8,2011,No
555199,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,01/06/2011 12:05,1.25,14606,United Kingdom,1.25,6,2011,No
538149,21890,S/6 WOODEN SKITTLES IN COTTON BAG,1,09/12/2010 16:27,5.91,Unknown,United Kingdom,5.91,12,2010,No
538839,22167, OVAL WALL MIRROR DIAMANTE ,1,14/12/2010 13:10,9.95,14606,United Kingdom,9.95,12,2010,No
557878,85099B,JUMBO BAG RED RETROSPOT,3,23/06/2011 13:13,2.08,16940,United Kingdom,6.24,6,2011,No
570479,21034,REX CASH+CARRY JUMBO SHOPPER,4,10/10/2011 16:58,0.95,17589,United Kingdom,3.8,10,2011,No
541855,21896,POTTING SHED TWINE,2,23/01/2011 14:59,2.1,13742,United Kingdom,4.2,1,2011,No
539475,21503,TOYBOX  WRAP ,25,19/12/2010 14:41,0.42,16686,United Kingdom,10.5,12,2010,No
562370,22327,ROUND SNACK BOXES SET OF 4 SKULLS,12,04/08/2011 14:20,2.95,12626,Germany,35.4,8,2011,No
536864,22569,FELTCRAFT CUSHION BUTTERFLY,1,03/12/2010 11:27,7.62,Unknown,United Kingdom,7.62,12,2010,No
576190,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,14/11/2011 11:46,0.85,15039,United Kingdom,3.4,11,2011,No
551658,22386,JUMBO BAG PINK POLKADOT,10,03/05/2011 12:13,2.08,16746,United Kingdom,20.8,5,2011,No
580744,23552,BICYCLE PUNCTURE REPAIR KIT ,72,06/12/2011 09:31,1.79,13694,United Kingdom,128.88,12,2011,No
550620,22423,REGENCY CAKESTAND 3 TIER,2,19/04/2011 13:39,12.75,12585,Germany,25.5,4,2011,No
539453,22282,12 EGG HOUSE PAINTED WOOD,1,17/12/2010 17:08,25.49,Unknown,United Kingdom,25.49,12,2010,No
559535,22726,ALARM CLOCK BAKELIKE GREEN,1,10/07/2011 12:16,3.75,17841,United Kingdom,3.75,7,2011,No
556740,23309,SET OF 60 I LOVE LONDON CAKE CASES ,2,14/06/2011 12:06,0.55,17346,United Kingdom,1.1,6,2011,No
573772,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,5,01/11/2011 10:16,0.83,17377,United Kingdom,4.15,11,2011,No
538177,22174,PHOTO CUBE,6,10/12/2010 09:51,3.36,Unknown,United Kingdom,20.16,12,2010,No
580730,22919,HERB MARKER MINT,1,05/12/2011 17:28,1.63,Unknown,United Kingdom,1.63,12,2011,No
545868,15044C,PURPLE PAPER PARASOL,3,07/03/2011 14:33,2.95,17841,United Kingdom,8.85,3,2011,No
579508,22219,LOVEBIRD HANGING DECORATION WHITE ,2,29/11/2011 16:33,1.63,Unknown,United Kingdom,3.26,11,2011,No
578947,22187,GREEN CHRISTMAS TREE CARD HOLDER,5,27/11/2011 13:49,1.95,14547,United Kingdom,9.75,11,2011,No
572811,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,26/10/2011 11:14,2.1,16071,United Kingdom,12.6,10,2011,No
547020,22197,SMALL POPCORN HOLDER,72,18/03/2011 15:42,0.85,17017,United Kingdom,61.2,3,2011,No
556179,22986,WRAP GINGHAM ROSE ,25,09/06/2011 11:27,0.42,13756,United Kingdom,10.5,6,2011,No
578316,22898,CHILDRENS APRON APPLES DESIGN,8,23/11/2011 16:43,1.95,14189,United Kingdom,15.6,11,2011,No
572540,21558,SKULL LUNCH BOX WITH CUTLERY ,1,24/10/2011 16:17,4.96,Unknown,United Kingdom,4.96,10,2011,No
554285,22469,HEART OF WICKER SMALL,4,23/05/2011 14:15,4.13,Unknown,United Kingdom,16.52,5,2011,No
553856,20725,LUNCH BAG RED RETROSPOT,2,19/05/2011 13:28,1.65,16813,United Kingdom,3.3,5,2011,No
579433,23118,PARISIENNE JEWELLERY DRAWER ,2,29/11/2011 13:15,7.5,17466,United Kingdom,15,11,2011,No
562146,20979,36 PENCILS TUBE RED RETROSPOT,16,03/08/2011 10:45,1.25,17675,United Kingdom,20,8,2011,No
537434,20961,STRAWBERRY BATH SPONGE ,1,06/12/2010 16:57,2.51,Unknown,United Kingdom,2.51,12,2010,No
549295,22619,SET OF 6 SOLDIER SKITTLES,1,07/04/2011 19:49,7.46,Unknown,United Kingdom,7.46,4,2011,No
555500,23201,JUMBO BAG ALPHABET,2,03/06/2011 15:32,2.08,15508,United Kingdom,4.16,6,2011,No
539434,21622,VINTAGE UNION JACK CUSHION COVER,1,17/12/2010 14:41,13.57,Unknown,United Kingdom,13.57,12,2010,No
550527,POST,POSTAGE,11,19/04/2011 10:48,18,12476,Germany,198,4,2011,No
546545,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,14/03/2011 15:48,3.95,16804,United Kingdom,3.95,3,2011,No
545060,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,27/02/2011 13:47,4.95,15547,United Kingdom,9.9,2,2011,No
546764,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,16/03/2011 14:31,2.55,15671,United Kingdom,15.3,3,2011,No
577155,21874,GIN AND TONIC MUG,12,18/11/2011 09:56,1.65,13050,United Kingdom,19.8,11,2011,No
554630,22405,MONEY BOX POCKET MONEY DESIGN,2,25/05/2011 11:34,1.25,13268,United Kingdom,2.5,5,2011,No
574676,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,06/11/2011 12:32,8.5,16243,United Kingdom,8.5,11,2011,No
551531,21175,GIN + TONIC DIET METAL SIGN,6,01/05/2011 13:45,2.55,15376,United Kingdom,15.3,5,2011,No
562034,23241,TREASURE TIN GYMKHANA DESIGN,6,02/08/2011 09:14,2.08,12449,Belgium,12.48,8,2011,No
542598,21470,FLOWER VINE RAFFIA FOOD COVER,1,30/01/2011 10:43,3.75,14805,United Kingdom,3.75,1,2011,No
575947,22358,KINGS CHOICE TEA CADDY ,2,13/11/2011 11:50,5.79,Unknown,United Kingdom,11.58,11,2011,No
546028,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,09/03/2011 08:33,4.95,17049,United Kingdom,14.85,3,2011,No
578347,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,1,24/11/2011 09:26,13.29,Unknown,United Kingdom,13.29,11,2011,No
560235,15036,ASSORTED COLOURS SILK FAN,36,17/07/2011 11:26,0.83,14060,United Kingdom,29.88,7,2011,No
574059,20981,12 PENCILS TALL TUBE WOODLAND,1,02/11/2011 14:13,0.85,14646,Netherlands,0.85,11,2011,No
562274,15056P,EDWARDIAN PARASOL PINK,3,04/08/2011 10:00,5.95,12704,Finland,17.85,8,2011,No
581023,23163,REGENCY SUGAR TONGS,1,07/12/2011 10:35,4.96,Unknown,United Kingdom,4.96,12,2011,No
569544,22155,STAR DECORATION RUSTIC,1,04/10/2011 16:33,0.83,Unknown,United Kingdom,0.83,10,2011,No
565155,22698,PINK REGENCY TEACUP AND SAUCER,6,01/09/2011 14:58,2.95,16672,United Kingdom,17.7,9,2011,No
567529,21481,FAWN BLUE HOT WATER BOTTLE,4,21/09/2011 09:22,3.75,18236,United Kingdom,15,9,2011,No
562264,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,03/08/2011 16:14,1.25,Unknown,United Kingdom,1.25,8,2011,No
547670,21175,GIN + TONIC DIET METAL SIGN,5,24/03/2011 13:41,2.55,16769,United Kingdom,12.75,3,2011,No
560863,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1,21/07/2011 13:53,1.25,12748,United Kingdom,1.25,7,2011,No
566819,22111,SCOTTIE DOG HOT WATER BOTTLE,2,15/09/2011 11:25,4.95,17214,United Kingdom,9.9,9,2011,No
555653,20977,36 PENCILS TUBE WOODLAND,8,06/06/2011 14:12,1.25,17673,United Kingdom,10,6,2011,No
581469,22364,GLASS JAR DIGESTIVE BISCUITS,1,08/12/2011 19:28,2.95,14606,United Kingdom,2.95,12,2011,No
549425,21067,VINTAGE RED TEATIME MUG,12,08/04/2011 11:54,1.25,14030,United Kingdom,15,4,2011,No
555320,22090,PAPER BUNTING RETROSPOT,1,02/06/2011 11:00,6.63,Unknown,United Kingdom,6.63,6,2011,No
548191,22555,PLASTERS IN TIN STRONGMAN,1,29/03/2011 15:20,3.29,Unknown,United Kingdom,3.29,3,2011,No
574194,20718,RED RETROSPOT SHOPPER BAG,10,03/11/2011 11:58,1.25,15227,United Kingdom,12.5,11,2011,No
537428,22561,WOODEN SCHOOL COLOURING SET,8,06/12/2010 15:38,1.65,17320,United Kingdom,13.2,12,2010,No
549981,21588,RETROSPOT GIANT TUBE MATCHES,12,13/04/2011 15:49,2.55,16348,United Kingdom,30.6,4,2011,No
540468,85176,SEWING SUSAN 21 NEEDLE SET,1,07/01/2011 13:55,1.66,Unknown,United Kingdom,1.66,1,2011,No
551396,22084,PAPER CHAIN KIT EMPIRE,6,28/04/2011 12:49,2.95,17720,United Kingdom,17.7,4,2011,No
569897,22094,RED RETROSPOT TISSUE BOX,1,06/10/2011 16:01,0.39,17813,United Kingdom,0.39,10,2011,No
569555,23170,REGENCY TEA PLATE ROSES ,12,05/10/2011 08:17,1.65,17728,United Kingdom,19.8,10,2011,No
553405,22112,CHOCOLATE HOT WATER BOTTLE,6,17/05/2011 08:37,4.95,14952,United Kingdom,29.7,5,2011,No
560047,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,14/07/2011 15:01,0.42,17259,United Kingdom,5.04,7,2011,No
554682,20828,GLITTER BUTTERFLY CLIPS,4,25/05/2011 16:08,2.55,14085,United Kingdom,10.2,5,2011,No
577158,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,18/11/2011 09:58,2.95,16293,United Kingdom,17.7,11,2011,No
540649,22492,MINI PAINT SET VINTAGE ,36,10/01/2011 14:59,0.55,15061,United Kingdom,19.8,1,2011,No
551776,22418,10 COLOUR SPACEBOY PEN,12,04/05/2011 11:23,0.85,13268,United Kingdom,10.2,5,2011,No
546857,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,17/03/2011 14:19,0.29,12937,United Kingdom,3.48,3,2011,No
573151,22416,SET OF 36 SPACEBOY PAPER DOILIES,2,27/10/2011 20:09,1.45,17602,United Kingdom,2.9,10,2011,No
569680,23174,REGENCY SUGAR BOWL GREEN,4,05/10/2011 14:28,4.15,16803,United Kingdom,16.6,10,2011,No
561367,22730,ALARM CLOCK BAKELIKE IVORY,1,26/07/2011 15:46,8.29,Unknown,United Kingdom,8.29,7,2011,No
557875,22631,CIRCUS PARADE LUNCH BOX ,12,23/06/2011 13:09,1.95,13300,United Kingdom,23.4,6,2011,No
543467,21068,VINTAGE BILLBOARD LOVE/HATE MUG,4,08/02/2011 14:35,2.46,Unknown,United Kingdom,9.84,2,2011,No
571716,23078,ICE CREAM PEN LIP GLOSS ,1,18/10/2011 17:05,2.46,Unknown,United Kingdom,2.46,10,2011,No
557937,21001,ROSE DU SUD WASHBAG ,1,23/06/2011 15:30,4.13,Unknown,United Kingdom,4.13,6,2011,No
569401,22593,CHRISTMAS GINGHAM STAR,12,04/10/2011 08:56,0.85,15111,United Kingdom,10.2,10,2011,No
549901,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,12/04/2011 16:17,0.85,17180,United Kingdom,2.55,4,2011,No
552520,20974,12 PENCILS SMALL TUBE SKULL,1,09/05/2011 16:34,1.25,Unknown,United Kingdom,1.25,5,2011,No
541809,22069,BROWN  PIRATE TREASURE CHEST ,1,21/01/2011 14:58,4.13,Unknown,United Kingdom,4.13,1,2011,No
541971,22457,NATURAL SLATE HEART CHALKBOARD ,1,24/01/2011 13:48,5.79,Unknown,United Kingdom,5.79,1,2011,No
567667,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,21/09/2011 15:24,2.46,Unknown,United Kingdom,2.46,9,2011,No
538349,20867,PINK ROSE FABRIC MIRROR,1,10/12/2010 14:59,2.51,Unknown,United Kingdom,2.51,12,2010,No
538079,22727,ALARM CLOCK BAKELIKE RED ,8,09/12/2010 14:27,3.75,17671,United Kingdom,30,12,2010,No
571062,85034A,3 GARDENIA MORRIS BOXED CANDLES,1,13/10/2011 14:37,1.25,16773,United Kingdom,1.25,10,2011,No
567656,22697,GREEN REGENCY TEACUP AND SAUCER,1,21/09/2011 14:40,5.79,14096,United Kingdom,5.79,9,2011,No
578088,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,22/11/2011 16:47,2.95,16376,United Kingdom,5.9,11,2011,No
548188,22077,6 RIBBONS RUSTIC CHARM,4,29/03/2011 15:12,1.65,13263,United Kingdom,6.6,3,2011,No
545991,21240,BLUE POLKADOT CUP,96,08/03/2011 13:12,0.72,15311,United Kingdom,69.12,3,2011,No
571554,22382,LUNCH BAG SPACEBOY DESIGN ,4,18/10/2011 09:13,4.96,Unknown,United Kingdom,19.84,10,2011,No
571257,21942,SKULLS DESIGN FLANNEL,1,14/10/2011 17:17,1.63,Unknown,United Kingdom,1.63,10,2011,No
553524,84673B,BLUE FLY SWAT,3,17/05/2011 14:46,0.65,15570,United Kingdom,1.95,5,2011,No
578149,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,23/11/2011 11:11,4.13,Unknown,United Kingdom,4.13,11,2011,No
559034,21495,SKULLS AND CROSSBONES WRAP,25,05/07/2011 14:56,0.42,13109,United Kingdom,10.5,7,2011,No
562593,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,07/08/2011 15:43,1.65,16549,United Kingdom,3.3,8,2011,No
578843,22832,BROCANTE SHELF WITH HOOKS,1,25/11/2011 16:13,10.75,17813,United Kingdom,10.75,11,2011,No
574682,23581,JUMBO BAG PAISLEY PARK,4,06/11/2011 12:44,2.08,14963,United Kingdom,8.32,11,2011,No
552005,82482,WOODEN PICTURE FRAME WHITE FINISH,6,05/05/2011 16:34,2.55,15491,United Kingdom,15.3,5,2011,No
578233,23108,SET OF 10 LED DOLLY LIGHTS,2,23/11/2011 12:20,6.25,14049,United Kingdom,12.5,11,2011,No
574530,23162,REGENCY TEA STRAINER,1,04/11/2011 14:07,3.75,16887,United Kingdom,3.75,11,2011,No
570342,22427,ENAMEL FLOWER JUG CREAM,6,10/10/2011 12:26,5.95,17706,United Kingdom,35.7,10,2011,No
565396,23282,FOLDING BUTTERFLY MIRROR IVORY ,1,02/09/2011 16:39,2.46,Unknown,United Kingdom,2.46,9,2011,No
565841,20963,APPLE BATH SPONGE,1,07/09/2011 12:04,2.46,Unknown,United Kingdom,2.46,9,2011,No
555405,48111,DOORMAT 3 SMILEY CATS,2,02/06/2011 19:17,7.95,17531,United Kingdom,15.9,6,2011,No
539324,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,2,16/12/2010 19:51,0.42,14985,United Kingdom,0.84,12,2010,No
541423,22507,MEMO BOARD RETROSPOT  DESIGN,1,17/01/2011 17:54,10.79,Unknown,United Kingdom,10.79,1,2011,No
537683,20725,LUNCH BAG RED RETROSPOT,20,08/12/2010 10:14,1.65,12921,United Kingdom,33,12,2010,No
580879,23581,JUMBO BAG PAISLEY PARK,3,06/12/2011 12:18,2.08,17346,United Kingdom,6.24,12,2011,No
578068,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,22/11/2011 15:45,1.45,14505,United Kingdom,2.9,11,2011,No
567368,22982,PANTRY PASTRY BRUSH,12,20/09/2011 08:23,1.25,17147,United Kingdom,15,9,2011,No
559418,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,08/07/2011 11:36,2.55,12681,France,15.3,7,2011,No
574655,23133,LARGE IVORY HEART WALL ORGANISER,2,06/11/2011 11:35,8.25,16466,United Kingdom,16.5,11,2011,No
574877,23570,TRADITIONAL PICK UP STICKS GAME ,12,07/11/2011 13:17,1.25,16637,United Kingdom,15,11,2011,No
563546,23005,TRAVEL CARD WALLET I LOVE LONDON,48,17/08/2011 12:24,0.42,16729,United Kingdom,20.16,8,2011,No
568588,21232,STRAWBERRY CERAMIC TRINKET BOX,12,28/09/2011 10:18,1.25,14109,United Kingdom,15,9,2011,No
570680,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1,11/10/2011 15:36,1.65,13969,United Kingdom,1.65,10,2011,No
542002,21929,JUMBO BAG PINK VINTAGE PAISLEY,30,25/01/2011 10:57,1.65,14298,United Kingdom,49.5,1,2011,No
540163,22984,CARD GINGHAM ROSE ,12,05/01/2011 11:52,0.42,13089,United Kingdom,5.04,1,2011,No
543165,22147,FELTCRAFT BUTTERFLY HEARTS,3,03/02/2011 19:58,1.45,13230,United Kingdom,4.35,2,2011,No
546684,21533,RETROSPOT LARGE MILK JUG,12,16/03/2011 09:47,4.25,16152,United Kingdom,51,3,2011,No
552315,16237,SLEEPING CAT ERASERS,30,08/05/2011 16:10,0.21,12700,France,6.3,5,2011,No
568212,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,25/09/2011 16:05,1.95,15154,United Kingdom,1.95,9,2011,No
548191,22737,RIBBON REEL CHRISTMAS PRESENT ,1,29/03/2011 15:20,3.29,Unknown,United Kingdom,3.29,3,2011,No
549258,23158,SET OF 5 LUCKY CAT MAGNETS ,12,07/04/2011 12:30,2.08,13102,United Kingdom,24.96,4,2011,No
537207,22748,POPPY'S PLAYHOUSE KITCHEN,1,05/12/2010 15:06,2.1,17402,United Kingdom,2.1,12,2010,No
554124,84580,MOUSE TOY WITH PINK T-SHIRT,4,23/05/2011 08:31,3.75,13339,United Kingdom,15,5,2011,No
570796,21823,PAINTED METAL HEART WITH HOLLY BELL,5,12/10/2011 12:19,0.39,16241,United Kingdom,1.95,10,2011,No
581139,21232,STRAWBERRY CERAMIC TRINKET POT,72,07/12/2011 13:21,1.06,13798,United Kingdom,76.32,12,2011,No
537240,21815,STAR  T-LIGHT HOLDER ,5,06/12/2010 10:08,2.98,Unknown,United Kingdom,14.9,12,2010,No
540834,22696,WICKER WREATH LARGE,48,11/01/2011 14:50,1.65,14733,United Kingdom,79.2,1,2011,No
561074,23138,SINGLE WIRE HOOK IVORY HEART,12,24/07/2011 15:46,1.45,13037,United Kingdom,17.4,7,2011,No
570871,21935,SUKI  SHOULDER BAG,17,12/10/2011 16:36,1.63,Unknown,United Kingdom,27.71,10,2011,No
541207,21090,SET/6 COLLAGE PAPER PLATES,12,14/01/2011 12:27,0.85,17685,United Kingdom,10.2,1,2011,No
559357,48187,DOORMAT NEW ENGLAND,10,07/07/2011 18:56,6.75,17107,United Kingdom,67.5,7,2011,No
570754,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,12/10/2011 11:40,0.83,12633,Germany,9.96,10,2011,No
544177,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,16/02/2011 14:27,4.95,13001,United Kingdom,14.85,2,2011,No
539434,22839,3 TIER CAKE TIN GREEN AND CREAM,1,17/12/2010 14:41,29.79,Unknown,United Kingdom,29.79,12,2010,No
566239,23426,METAL SIGN DROP YOUR PANTS,6,11/09/2011 11:26,2.89,14665,United Kingdom,17.34,9,2011,No
547253,22963,JAM JAR WITH GREEN LID,2,22/03/2011 10:44,0.85,13869,United Kingdom,1.7,3,2011,No
546428,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,13/03/2011 14:55,2.1,12681,France,12.6,3,2011,No
558814,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2,04/07/2011 11:47,4.25,14049,United Kingdom,8.5,7,2011,No
559814,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,12/07/2011 15:49,4.15,15544,United Kingdom,33.2,7,2011,No
577035,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,8,17/11/2011 13:21,7.5,15187,United Kingdom,60,11,2011,No
558777,23342,MINT DINER WALL CLOCK,1,04/07/2011 10:23,16.63,Unknown,United Kingdom,16.63,7,2011,No
559017,22158,3 HEARTS HANGING DECORATION RUSTIC,4,05/07/2011 13:06,2.95,14034,United Kingdom,11.8,7,2011,No
537781,21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,1,08/12/2010 12:46,5.45,17341,United Kingdom,5.45,12,2010,No
556926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,15/06/2011 14:26,2.95,16324,United Kingdom,2.95,6,2011,No
565067,84569D,PACK 6 HEART/ICE-CREAM PATCHES,6,31/08/2011 17:16,1.25,15856,United Kingdom,7.5,8,2011,No
547096,22698,PINK REGENCY TEACUP AND SAUCER,6,21/03/2011 09:13,2.95,15669,United Kingdom,17.7,3,2011,No
545215,75049L,LARGE CIRCULAR MIRROR MOBILE,3,28/02/2011 16:47,2.46,Unknown,United Kingdom,7.38,2,2011,No
578347,85174,S/4 CACTI CANDLES,1,24/11/2011 09:26,10.79,Unknown,United Kingdom,10.79,11,2011,No
561515,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,27/07/2011 15:16,4.13,Unknown,United Kingdom,8.26,7,2011,No
563532,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,120,17/08/2011 11:04,0.42,17511,United Kingdom,50.4,8,2011,No
562843,21801,CHRISTMAS TREE DECORATION WITH BELL,2,09/08/2011 17:37,0.42,Unknown,United Kingdom,0.84,8,2011,No
537823,85099B,JUMBO BAG RED RETROSPOT,4,08/12/2010 14:25,4.21,Unknown,United Kingdom,16.84,12,2010,No
577051,22730,ALARM CLOCK BAKELIKE IVORY,1,17/11/2011 14:02,3.75,14034,United Kingdom,3.75,11,2011,No
560433,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,18/07/2011 15:49,2.46,Unknown,United Kingdom,2.46,7,2011,No
574559,22629,SPACEBOY LUNCH BOX ,1,04/11/2011 15:50,1.95,14056,United Kingdom,1.95,11,2011,No
538163,22942,CHRISTMAS LIGHTS 10 SANTAS ,1,09/12/2010 17:27,8.5,17841,United Kingdom,8.5,12,2010,No
557013,21174,POTTERING IN THE SHED METAL SIGN,8,16/06/2011 12:05,2.08,15044,United Kingdom,16.64,6,2011,No
545062,22360,GLASS JAR ENGLISH CONFECTIONERY,1,27/02/2011 14:07,2.95,12748,United Kingdom,2.95,2,2011,No
539436,72799F,IVORY PILLAR CANDLE GOLD FLOCK,2,17/12/2010 14:49,3.36,Unknown,United Kingdom,6.72,12,2010,No
576603,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,15/11/2011 15:22,5.95,14911,Eire,17.85,11,2011,No
551995,85049H,URBAN BLACK RIBBONS ,1,05/05/2011 15:42,2.46,Unknown,United Kingdom,2.46,5,2011,No
563020,22712,CARD DOLLY GIRL ,12,11/08/2011 12:58,0.42,12428,Finland,5.04,8,2011,No
567853,21172,PARTY METAL SIGN ,3,22/09/2011 13:31,1.45,15484,United Kingdom,4.35,9,2011,No
564724,85199L,LARGE HANGING IVORY & RED WOOD BIRD,6,28/08/2011 12:16,0.65,15555,United Kingdom,3.9,8,2011,No
539019,82494L,WOODEN FRAME ANTIQUE WHITE ,1,15/12/2010 14:12,2.95,17551,United Kingdom,2.95,12,2010,No
580092,23525,WALL ART BUFFALO BILL ,6,01/12/2011 14:38,3.75,13969,United Kingdom,22.5,12,2011,No
562429,22697,GREEN REGENCY TEACUP AND SAUCER,10,04/08/2011 17:23,2.95,13767,United Kingdom,29.5,8,2011,No
574043,23542,WALL ART 70'S ALPHABET ,2,02/11/2011 13:13,8.25,16367,United Kingdom,16.5,11,2011,No
567667,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,2,21/09/2011 15:24,1.63,Unknown,United Kingdom,3.26,9,2011,No
577312,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,18/11/2011 13:18,0.85,17049,United Kingdom,8.5,11,2011,No
580728,22633,HAND WARMER UNION JACK,12,05/12/2011 17:21,2.1,15145,United Kingdom,25.2,12,2011,No
580983,22340,NOEL GARLAND PAINTED ZINC ,14,06/12/2011 16:26,0.83,Unknown,United Kingdom,11.62,12,2011,No
545059,21990,MODERN FLORAL STATIONERY SET,2,27/02/2011 13:04,2.95,14157,United Kingdom,5.9,2,2011,No
572911,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,6,26/10/2011 16:03,1.25,16345,United Kingdom,7.5,10,2011,No
580367,21982,PACK OF 12 SUKI TISSUES ,5,02/12/2011 16:39,0.83,Unknown,United Kingdom,4.15,12,2011,No
581232,15056P,EDWARDIAN PARASOL PINK,12,08/12/2011 10:26,5.95,12358,Austria,71.4,12,2011,No
550126,22993,SET OF 4 PANTRY JELLY MOULDS,12,14/04/2011 12:43,1.25,12853,United Kingdom,15,4,2011,No
545340,22469,HEART OF WICKER SMALL,12,02/03/2011 08:41,1.65,15416,United Kingdom,19.8,3,2011,No
549976,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,13/04/2011 14:39,2.25,15855,United Kingdom,13.5,4,2011,No
578702,23281,FOLDING BUTTERFLY MIRROR RED  ,12,25/11/2011 10:58,0.83,15382,United Kingdom,9.96,11,2011,No
557214,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,17/06/2011 12:20,1.45,17677,United Kingdom,17.4,6,2011,No
554113,22030,SWALLOWS GREETING CARD,12,22/05/2011 14:53,0.42,16700,United Kingdom,5.04,5,2011,No
